Elapsed time,ECG
0:12.940,-30
0:12.942,-32
0:12.944,-31
0:12.946,-32
0:12.948,-31
0:12.950,-26
0:12.952,-27
0:12.954,-26
0:12.956,-24
0:12.958,-22
0:12.960,-24
0:12.962,-27
0:12.964,-30
0:12.966,-28
0:12.968,-31
0:12.970,-30
0:12.972,-25
0:12.974,-25
0:12.976,-21
0:12.978,-22
0:12.980,-24
0:12.982,-24
0:12.984,-25
0:12.986,-26
0:12.988,-28
0:12.990,-24
0:12.992,-23
0:12.994,-23
0:12.996,-20
0:12.998,-21
0:13.000,-25
0:13.002,-27
0:13.004,-25
0:13.006,-24
0:13.008,-21
0:13.010,-18
0:13.012,-17
0:13.014,-13
0:13.016,-15
0:13.018,-16
0:13.020,-16
0:13.022,-17
0:13.024,-18
0:13.026,-19
0:13.028,-21
0:13.030,-17
0:13.032,-16
0:13.034,-17
0:13.036,-16
0:13.038,-16
0:13.040,-21
0:13.042,-24
0:13.044,-25
0:13.046,-29
0:13.048,-33
0:13.050,-33
0:13.052,-30
0:13.054,-30
0:13.056,-29
0:13.058,-27
0:13.060,-31
0:13.062,-32
0:13.064,-33
0:13.066,-32
0:13.068,-34
0:13.070,-33
0:13.072,-31
0:13.074,-32
0:13.076,-28
0:13.078,-31
0:13.080,-36
0:13.082,-37
0:13.084,-36
0:13.086,-38
0:13.088,-38
0:13.090,-35
0:13.092,-32
0:13.094,-31
0:13.096,-30
0:13.098,-28
0:13.100,-32
0:13.102,-34
0:13.104,-36
0:13.106,-39
0:13.108,-40
0:13.110,-34
0:13.112,-32
0:13.114,-32
0:13.116,-32
0:13.118,-32
0:13.120,-33
0:13.122,-34
0:13.124,-37
0:13.126,-36
0:13.128,-34
0:13.130,-31
0:13.132,-30
0:13.134,-32
0:13.136,-35
0:13.138,-37
0:13.140,-40
0:13.142,-41
0:13.144,-46
0:13.146,-50
0:13.148,-48
0:13.150,-43
0:13.152,-31
0:13.154,-22
0:13.156,-9
0:13.158,-4
0:13.160,7
0:13.162,19
0:13.164,32
0:13.166,47
0:13.168,70
0:13.170,94
0:13.172,113
0:13.174,113
0:13.176,104
0:13.178,90
0:13.180,73
0:13.182,54
0:13.184,35
0:13.186,17
0:13.188,-7
0:13.190,-28
0:13.192,-50
0:13.194,-56
0:13.196,-52
0:13.198,-48
0:13.200,-45
0:13.202,-41
0:13.204,-38
0:13.206,-34
0:13.208,-31
0:13.210,-29
0:13.212,-26
0:13.214,-25
0:13.216,-27
0:13.218,-26
0:13.220,-29
0:13.222,-32
0:13.224,-34
0:13.226,-33
0:13.228,-30
0:13.230,-27
0:13.232,-27
0:13.234,-26
0:13.236,-26
0:13.238,-27
0:13.240,-28
0:13.242,-29
0:13.244,-30
0:13.246,-31
0:13.248,-27
0:13.250,-23
0:13.252,-24
0:13.254,-24
0:13.256,-25
0:13.258,-26
0:13.260,-26
0:13.262,-25
0:13.264,-25
0:13.266,-26
0:13.268,-22
0:13.270,-21
0:13.272,-21
0:13.274,-18
0:13.276,-15
0:13.278,-18
0:13.280,-20
0:13.282,-20
0:13.284,-21
0:13.286,-23
0:13.288,-20
0:13.290,-19
0:13.292,-19
0:13.294,-16
0:13.296,-14
0:13.298,-17
0:13.300,-18
0:13.302,-19
0:13.304,-18
0:13.306,-18
0:13.308,-17
0:13.310,-14
0:13.312,-11
0:13.314,-10
0:13.316,-8
0:13.318,-12
0:13.320,-14
0:13.322,-15
0:13.324,-14
0:13.326,-13
0:13.328,-10
0:13.330,-10
0:13.332,-7
0:13.334,-7
0:13.336,-4
0:13.338,-7
0:13.340,-7
0:13.342,-6
0:13.344,-4
0:13.346,-3
0:13.348,-3
0:13.350,1
0:13.352,3
0:13.354,7
0:13.356,10
0:13.358,8
0:13.360,2
0:13.362,7
0:13.364,9
0:13.366,9
0:13.368,13
0:13.370,15
0:13.372,17
0:13.374,20
0:13.376,20
0:13.378,20
0:13.380,19
0:13.382,18
0:13.384,17
0:13.386,18
0:13.388,22
0:13.390,24
0:13.392,23
0:13.394,26
0:13.396,26
0:13.398,23
0:13.400,22
0:13.402,22
0:13.404,19
0:13.406,19
0:13.408,19
0:13.410,22
0:13.412,25
0:13.414,29
0:13.416,29
0:13.418,25
0:13.420,27
0:13.422,24
0:13.424,23
0:13.426,25
0:13.428,24
0:13.430,26
0:13.432,24
0:13.434,23
0:13.436,25
0:13.438,21
0:13.440,14
0:13.442,15
0:13.444,12
0:13.446,11
0:13.448,10
0:13.450,13
0:13.452,12
0:13.454,13
0:13.456,13
0:13.458,9
0:13.460,7
0:13.462,2
0:13.464,2
0:13.466,2
0:13.468,6
0:13.470,5
0:13.472,6
0:13.474,7
0:13.476,6
0:13.478,3
0:13.480,0
0:13.482,1
0:13.484,-1
0:13.486,-2
0:13.488,3
0:13.490,4
0:13.492,3
0:13.494,3
0:13.496,3
0:13.498,0
0:13.500,-2
0:13.502,-5
0:13.504,-2
0:13.506,2
0:13.508,2
0:13.510,4
0:13.512,4
0:13.514,4
0:13.516,5
0:13.518,4
0:13.520,-2
0:13.522,-4
0:13.524,-3
0:13.526,-2
0:13.528,0
0:13.530,2
0:13.532,1
0:13.534,6
0:13.536,4
0:13.538,2
0:13.540,-3
0:13.542,-4
0:13.544,-1
0:13.546,0
0:13.548,3
0:13.550,2
0:13.552,6
0:13.554,5
0:13.556,4
0:13.558,1
0:13.560,0
0:13.562,-2
0:13.564,-2
0:13.566,2
0:13.568,3
0:13.570,3
0:13.572,5
0:13.574,5
0:13.576,3
0:13.578,0
0:13.580,-2
0:13.582,-3
0:13.584,-2
0:13.586,-1
0:13.588,1
0:13.590,2
0:13.592,4
0:13.594,5
0:13.596,2
0:13.598,-1
0:13.600,-3
0:13.602,-7
0:13.604,-5
0:13.606,-2
0:13.608,1
0:13.610,1
0:13.612,0
0:13.614,1
0:13.616,-3
0:13.618,-5
0:13.620,-4
0:13.622,-6
0:13.624,-7
0:13.626,-3
0:13.628,-2
0:13.630,-2
0:13.632,-1
0:13.634,2
0:13.636,-2
0:13.638,-6
0:13.640,-9
0:13.642,-11
0:13.644,-7
0:13.646,-12
0:13.648,-8
0:13.650,-6
0:13.652,-7
0:13.654,-7
0:13.656,-9
0:13.658,-12
0:13.660,-14
0:13.662,-15
0:13.664,-14
0:13.666,-11
0:13.668,-8
0:13.670,-8
0:13.672,-7
0:13.674,-7
0:13.676,-10
0:13.678,-14
0:13.680,-15
0:13.682,-15
0:13.684,-19
0:13.686,-15
0:13.688,-12
0:13.690,-12
0:13.692,-12
0:13.694,-12
0:13.696,-15
0:13.698,-18
0:13.700,-19
0:13.702,-21
0:13.704,-20
0:13.706,-16
0:13.708,-15
0:13.710,-14
0:13.712,-11
0:13.714,-10
0:13.716,-13
0:13.718,-16
0:13.720,-17
0:13.722,-18
0:13.724,-19
0:13.726,-15
0:13.728,-12
0:13.730,-10
0:13.732,-9
0:13.734,-9
0:13.736,-13
0:13.738,-16
0:13.740,-17
0:13.742,-17
0:13.744,-17
0:13.746,-16
0:13.748,-12
0:13.750,-10
0:13.752,-10
0:13.754,-9
0:13.756,-9
0:13.758,-11
0:13.760,-11
0:13.762,-12
0:13.764,-10
0:13.766,-7
0:13.768,-5
0:13.770,-5
0:13.772,-4
0:13.774,-7
0:13.776,-8
0:13.778,-11
0:13.780,-16
0:13.782,-18
0:13.784,-18
0:13.786,-17
0:13.788,-18
0:13.790,-21
0:13.792,-22
0:13.794,-24
0:13.796,-24
0:13.798,-29
0:13.800,-28
0:13.802,-29
0:13.804,-27
0:13.806,-24
0:13.808,-22
0:13.810,-20
0:13.812,-22
0:13.814,-23
0:13.816,-24
0:13.818,-28
0:13.820,-30
0:13.822,-33
0:13.824,-31
0:13.826,-28
0:13.828,-27
0:13.830,-24
0:13.832,-25
0:13.834,-27
0:13.836,-29
0:13.838,-33
0:13.840,-33
0:13.842,-32
0:13.844,-29
0:13.846,-29
0:13.848,-28
0:13.850,-24
0:13.852,-22
0:13.854,-23
0:13.856,-26
0:13.858,-29
0:13.860,-30
0:13.862,-32
0:13.864,-31
0:13.866,-27
0:13.868,-29
0:13.870,-25
0:13.872,-24
0:13.874,-30
0:13.876,-34
0:13.878,-36
0:13.880,-36
0:13.882,-37
0:13.884,-35
0:13.886,-35
0:13.888,-39
0:13.890,-36
0:13.892,-33
0:13.894,-31
0:13.896,-25
0:13.898,-15
0:13.900,-5
0:13.902,5
0:13.904,22
0:13.906,41
0:13.908,59
0:13.910,84
0:13.912,109
0:13.914,126
0:13.916,120
0:13.918,114
0:13.920,97
0:13.922,84
0:13.924,71
0:13.926,53
0:13.928,36
0:13.930,10
0:13.932,-16
0:13.934,-41
0:13.936,-53
0:13.938,-53
0:13.940,-51
0:13.942,-48
0:13.944,-40
0:13.946,-33
0:13.948,-30
0:13.950,-24
0:13.952,-23
0:13.954,-22
0:13.956,-26
0:13.958,-27
0:13.960,-26
0:13.962,-27
0:13.964,-25
0:13.966,-23
0:13.968,-23
0:13.970,-23
0:13.972,-21
0:13.974,-22
0:13.976,-24
0:13.978,-26
0:13.980,-25
0:13.982,-27
0:13.984,-24
0:13.986,-24
0:13.988,-20
0:13.990,-20
0:13.992,-22
0:13.994,-20
0:13.996,-25
0:13.998,-25
0:14.000,-25
0:14.002,-24
0:14.004,-21
0:14.006,-20
0:14.008,-18
0:14.010,-16
0:14.012,-19
0:14.014,-19
0:14.016,-21
0:14.018,-21
0:14.020,-23
0:14.022,-23
0:14.024,-20
0:14.026,-19
0:14.028,-16
0:14.030,-13
0:14.032,-13
0:14.034,-16
0:14.036,-18
0:14.038,-19
0:14.040,-21
0:14.042,-20
0:14.044,-16
0:14.046,-15
0:14.048,-12
0:14.050,-10
0:14.052,-11
0:14.054,-13
0:14.056,-17
0:14.058,-16
0:14.060,-19
0:14.062,-14
0:14.064,-8
0:14.066,-7
0:14.068,-6
0:14.070,-5
0:14.072,-7
0:14.074,-7
0:14.076,-8
0:14.078,-7
0:14.080,-9
0:14.082,-6
0:14.084,-2
0:14.086,1
0:14.088,2
0:14.090,6
0:14.092,7
0:14.094,5
0:14.096,4
0:14.098,4
0:14.100,6
0:14.102,8
0:14.104,13
0:14.106,14
0:14.108,14
0:14.110,15
0:14.112,14
0:14.114,12
0:14.116,12
0:14.118,13
0:14.120,13
0:14.122,14
0:14.124,19
0:14.126,22
0:14.128,22
0:14.130,24
0:14.132,22
0:14.134,20
0:14.136,17
0:14.138,18
0:14.140,17
0:14.142,18
0:14.144,21
0:14.146,22
0:14.148,22
0:14.150,23
0:14.152,23
0:14.154,20
0:14.156,17
0:14.158,12
0:14.160,12
0:14.162,10
0:14.164,11
0:14.166,11
0:14.168,6
0:14.170,5
0:14.172,6
0:14.174,1
0:14.176,1
0:14.178,-3
0:14.180,-6
0:14.182,-5
0:14.184,-3
0:14.186,-4
0:14.188,-6
0:14.190,-6
0:14.192,-12
0:14.194,-15
0:14.196,-16
0:14.198,-20
0:14.200,-19
0:14.202,-20
0:14.204,-19
0:14.206,-19
0:14.208,-21
0:14.210,-21
0:14.212,-23
0:14.214,-27
0:14.216,-28
0:14.218,-29
0:14.220,-28
0:14.222,-27
0:14.224,-25
0:14.226,-23
0:14.228,-23
0:14.230,-23
0:14.232,-25
0:14.234,-27
0:14.236,-27
0:14.238,-30
0:14.240,-30
0:14.242,-26
0:14.244,-23
0:14.246,-24
0:14.248,-22
0:14.250,-24
0:14.252,-27
0:14.254,-30
0:14.256,-31
0:14.258,-31
0:14.260,-29
0:14.262,-27
0:14.264,-26
0:14.266,-25
0:14.268,-22
0:14.270,-22
0:14.272,-23
0:14.274,-25
0:14.276,-26
0:14.278,-28
0:14.280,-29
0:14.282,-28
0:14.284,-26
0:14.286,-25
0:14.288,-24
0:14.290,-23
0:14.292,-26
0:14.294,-24
0:14.296,-25
0:14.298,-27
0:14.300,-28
0:14.302,-27
0:14.304,-24
0:14.306,-23
0:14.308,-22
0:14.310,-23
0:14.312,-27
0:14.314,-28
0:14.316,-29
0:14.318,-29
0:14.320,-27
0:14.322,-23
0:14.324,-23
0:14.326,-21
0:14.328,-22
0:14.330,-24
0:14.332,-25
0:14.334,-27
0:14.336,-28
0:14.338,-32
0:14.340,-30
0:14.342,-26
0:14.344,-24
0:14.346,-22
0:14.348,-23
0:14.350,-26
0:14.352,-29
0:14.354,-26
0:14.356,-30
0:14.358,-32
0:14.360,-29
0:14.362,-27
0:14.364,-24
0:14.366,-25
0:14.368,-27
0:14.370,-27
0:14.372,-30
0:14.374,-29
0:14.376,-33
0:14.378,-33
0:14.380,-34
0:14.382,-29
0:14.384,-24
0:14.386,-26
0:14.388,-25
0:14.390,-28
0:14.392,-30
0:14.394,-32
0:14.396,-31
0:14.398,-30
0:14.400,-31
0:14.402,-28
0:14.404,-27
0:14.406,-28
0:14.408,-27
0:14.410,-30
0:14.412,-31
0:14.414,-33
0:14.416,-32
0:14.418,-35
0:14.420,-34
0:14.422,-33
0:14.424,-31
0:14.426,-28
0:14.428,-28
0:14.430,-31
0:14.432,-33
0:14.434,-32
0:14.436,-32
0:14.438,-35
0:14.440,-31
0:14.442,-32
0:14.444,-29
0:14.446,-27
0:14.448,-28
0:14.450,-31
0:14.452,-31
0:14.454,-32
0:14.456,-33
0:14.458,-35
0:14.460,-33
0:14.462,-31
0:14.464,-28
0:14.466,-25
0:14.468,-26
0:14.470,-28
0:14.472,-30
0:14.474,-31
0:14.476,-32
0:14.478,-36
0:14.480,-33
0:14.482,-31
0:14.484,-28
0:14.486,-28
0:14.488,-28
0:14.490,-30
0:14.492,-30
0:14.494,-27
0:14.496,-27
0:14.498,-32
0:14.500,-27
0:14.502,-25
0:14.504,-24
0:14.506,-20
0:14.508,-19
0:14.510,-22
0:14.512,-27
0:14.514,-27
0:14.516,-26
0:14.518,-25
0:14.520,-25
0:14.522,-23
0:14.524,-22
0:14.526,-22
0:14.528,-18
0:14.530,-20
0:14.532,-23
0:14.534,-22
0:14.536,-21
0:14.538,-20
0:14.540,-20
0:14.542,-18
0:14.544,-18
0:14.546,-15
0:14.548,-16
0:14.550,-14
0:14.552,-19
0:14.554,-21
0:14.556,-23
0:14.558,-25
0:14.560,-23
0:14.562,-23
0:14.564,-20
0:14.566,-18
0:14.568,-24
0:14.570,-30
0:14.572,-31
0:14.574,-34
0:14.576,-32
0:14.578,-33
0:14.580,-32
0:14.582,-27
0:14.584,-26
0:14.586,-25
0:14.588,-28
0:14.590,-30
0:14.592,-33
0:14.594,-34
0:14.596,-36
0:14.598,-36
0:14.600,-31
0:14.602,-30
0:14.604,-33
0:14.606,-31
0:14.608,-32
0:14.610,-32
0:14.612,-33
0:14.614,-37
0:14.616,-34
0:14.618,-37
0:14.620,-33
0:14.622,-29
0:14.624,-28
0:14.626,-26
0:14.628,-29
0:14.630,-34
0:14.632,-39
0:14.634,-39
0:14.636,-40
0:14.638,-41
0:14.640,-35
0:14.642,-33
0:14.644,-32
0:14.646,-32
0:14.648,-34
0:14.650,-35
0:14.652,-37
0:14.654,-39
0:14.656,-41
0:14.658,-43
0:14.660,-41
0:14.662,-38
0:14.664,-40
0:14.666,-40
0:14.668,-39
0:14.670,-38
0:14.672,-34
0:14.674,-25
0:14.676,-13
0:14.678,-2
0:14.680,15
0:14.682,29
0:14.684,43
0:14.686,64
0:14.688,89
0:14.690,107
0:14.692,110
0:14.694,108
0:14.696,96
0:14.698,86
0:14.700,73
0:14.702,57
0:14.704,39
0:14.706,22
0:14.708,-5
0:14.710,-31
0:14.712,-49
0:14.714,-60
0:14.716,-58
0:14.718,-52
0:14.720,-45
0:14.722,-40
0:14.724,-36
0:14.726,-30
0:14.728,-30
0:14.730,-29
0:14.732,-29
0:14.734,-28
0:14.736,-28
0:14.738,-26
0:14.740,-25
0:14.742,-24
0:14.744,-27
0:14.746,-23
0:14.748,-23
0:14.750,-27
0:14.752,-30
0:14.754,-29
0:14.756,-31
0:14.758,-28
0:14.760,-22
0:14.762,-23
0:14.764,-21
0:14.766,-21
0:14.768,-22
0:14.770,-22
0:14.772,-21
0:14.774,-22
0:14.776,-26
0:14.778,-25
0:14.780,-23
0:14.782,-20
0:14.784,-20
0:14.786,-20
0:14.788,-21
0:14.790,-22
0:14.792,-24
0:14.794,-24
0:14.796,-25
0:14.798,-19
0:14.800,-16
0:14.802,-17
0:14.804,-16
0:14.806,-15
0:14.808,-15
0:14.810,-17
0:14.812,-18
0:14.814,-18
0:14.816,-17
0:14.818,-14
0:14.820,-12
0:14.822,-11
0:14.824,-11
0:14.826,-9
0:14.828,-10
0:14.830,-13
0:14.832,-11
0:14.834,-16
0:14.836,-15
0:14.838,-10
0:14.840,-8
0:14.842,-8
0:14.844,-7
0:14.846,-8
0:14.848,-9
0:14.850,-9
0:14.852,-6
0:14.854,-8
0:14.856,-4
0:14.858,-2
0:14.860,0
0:14.862,0
0:14.864,1
0:14.866,1
0:14.868,-1
0:14.870,-1
0:14.872,1
0:14.874,-1
0:14.876,0
0:14.878,5
0:14.880,7
0:14.882,11
0:14.884,14
0:14.886,18
0:14.888,16
0:14.890,14
0:14.892,13
0:14.894,11
0:14.896,14
0:14.898,14
0:14.900,18
0:14.902,22
0:14.904,24
0:14.906,24
0:14.908,23
0:14.910,22
0:14.912,23
0:14.914,19
0:14.916,20
0:14.918,24
0:14.920,23
0:14.922,24
0:14.924,23
0:14.926,19
0:14.928,17
0:14.930,16
0:14.932,14
0:14.934,13
0:14.936,11
0:14.938,11
0:14.940,12
0:14.942,11
0:14.944,10
0:14.946,10
0:14.948,5
0:14.950,-1
0:14.952,-4
0:14.954,-6
0:14.956,-7
0:14.958,-6
0:14.960,-4
0:14.962,-4
0:14.964,-4
0:14.966,-9
0:14.968,-12
0:14.970,-14
0:14.972,-14
0:14.974,-19
0:14.976,-17
0:14.978,-17
0:14.980,-16
0:14.982,-16
0:14.984,-15
0:14.986,-18
0:14.988,-21
0:14.990,-23
0:14.992,-22
0:14.994,-23
0:14.996,-23
0:14.998,-26
0:15.000,-27
0:15.002,-27
0:15.004,-27
0:15.006,-28
0:15.008,-28
0:15.010,-28
0:15.012,-28
0:15.014,-29
0:15.016,-28
0:15.018,-25
0:15.020,-24
0:15.022,-24
0:15.024,-23
0:15.026,-24
0:15.028,-27
0:15.030,-26
0:15.032,-28
0:15.034,-30
0:15.036,-32
0:15.038,-24
0:15.040,-23
0:15.042,-22
0:15.044,-21
0:15.046,-24
0:15.048,-23
0:15.050,-26
0:15.052,-29
0:15.054,-27
0:15.056,-22
0:15.058,-19
0:15.060,-22
0:15.062,-23
0:15.064,-22
0:15.066,-22
0:15.068,-24
0:15.070,-25
0:15.072,-25
0:15.074,-26
0:15.076,-27
0:15.078,-24
0:15.080,-22
0:15.082,-20
0:15.084,-19
0:15.086,-21
0:15.088,-22
0:15.090,-21
0:15.092,-22
0:15.094,-23
0:15.096,-22
0:15.098,-20
0:15.100,-20
0:15.102,-22
0:15.104,-22
0:15.106,-22
0:15.108,-21
0:15.110,-22
0:15.112,-24
0:15.114,-27
0:15.116,-25
0:15.118,-20
0:15.120,-18
0:15.122,-17
0:15.124,-18
0:15.126,-20
0:15.128,-22
0:15.130,-22
0:15.132,-22
0:15.134,-23
0:15.136,-25
0:15.138,-22
0:15.140,-21
0:15.142,-20
0:15.144,-18
0:15.146,-21
0:15.148,-23
0:15.150,-24
0:15.152,-25
0:15.154,-24
0:15.156,-22
0:15.158,-20
0:15.160,-20
0:15.162,-17
0:15.164,-18
0:15.166,-20
0:15.168,-23
0:15.170,-23
0:15.172,-27
0:15.174,-25
0:15.176,-22
0:15.178,-20
0:15.180,-19
0:15.182,-18
0:15.184,-18
0:15.186,-14
0:15.188,-13
0:15.190,-13
0:15.192,-14
0:15.194,-11
0:15.196,-6
0:15.198,-7
0:15.200,-4
0:15.202,-2
0:15.204,-2
0:15.206,-3
0:15.208,-4
0:15.210,-5
0:15.212,-7
0:15.214,-4
0:15.216,-3
0:15.218,-2
0:15.220,-2
0:15.222,2
0:15.224,4
0:15.226,3
0:15.228,-2
0:15.230,-5
0:15.232,-4
0:15.234,-3
0:15.236,1
0:15.238,1
0:15.240,2
0:15.242,4
0:15.244,5
0:15.246,2
0:15.248,-1
0:15.250,-2
0:15.252,-4
0:15.254,-4
0:15.256,1
0:15.258,3
0:15.260,2
0:15.262,5
0:15.264,6
0:15.266,1
0:15.268,0
0:15.270,1
0:15.272,1
0:15.274,3
0:15.276,5
0:15.278,4
0:15.280,7
0:15.282,9
0:15.284,8
0:15.286,3
0:15.288,0
0:15.290,-1
0:15.292,-3
0:15.294,-1
0:15.296,7
0:15.298,8
0:15.300,11
0:15.302,14
0:15.304,17
0:15.306,11
0:15.308,9
0:15.310,8
0:15.312,4
0:15.314,3
0:15.316,8
0:15.318,12
0:15.320,12
0:15.322,13
0:15.324,13
0:15.326,11
0:15.328,11
0:15.330,8
0:15.332,6
0:15.334,5
0:15.336,5
0:15.338,4
0:15.340,5
0:15.342,4
0:15.344,0
0:15.346,-4
0:15.348,-6
0:15.350,-8
0:15.352,-8
0:15.354,-6
0:15.356,-2
0:15.358,-1
0:15.360,2
0:15.362,1
0:15.364,1
0:15.366,-2
0:15.368,-6
0:15.370,-8
0:15.372,-9
0:15.374,-9
0:15.376,-9
0:15.378,-9
0:15.380,-3
0:15.382,-1
0:15.384,-6
0:15.386,-9
0:15.388,-12
0:15.390,-13
0:15.392,-12
0:15.394,-11
0:15.396,-9
0:15.398,-6
0:15.400,-7
0:15.402,-7
0:15.404,-9
0:15.406,-9
0:15.408,-10
0:15.410,-10
0:15.412,-12
0:15.414,-13
0:15.416,-8
0:15.418,-9
0:15.420,-8
0:15.422,-6
0:15.424,-10
0:15.426,-12
0:15.428,-15
0:15.430,-19
0:15.432,-19
0:15.434,-16
0:15.436,-16
0:15.438,-15
0:15.440,-18
0:15.442,-19
0:15.444,-19
0:15.446,-15
0:15.448,-7
0:15.450,2
0:15.452,13
0:15.454,21
0:15.456,38
0:15.458,52
0:15.460,76
0:15.462,96
0:15.464,119
0:15.466,127
0:15.468,126
0:15.470,123
0:15.472,112
0:15.474,102
0:15.476,86
0:15.478,67
0:15.480,50
0:15.482,25
0:15.484,-5
0:15.486,-27
0:15.488,-40
0:15.490,-44
0:15.492,-39
0:15.494,-33
0:15.496,-25
0:15.498,-19
0:15.500,-14
0:15.502,-11
0:15.504,-10
0:15.506,-10
0:15.508,-14
0:15.510,-15
0:15.512,-16
0:15.514,-15
0:15.516,-14
0:15.518,-11
0:15.520,-11
0:15.522,-12
0:15.524,-14
0:15.526,-14
0:15.528,-12
0:15.530,-15
0:15.532,-16
0:15.534,-12
0:15.536,-10
0:15.538,-11
0:15.540,-9
0:15.542,-10
0:15.544,-14
0:15.546,-17
0:15.548,-16
0:15.550,-17
0:15.552,-16
0:15.554,-13
0:15.556,-7
0:15.558,-8
0:15.560,-8
0:15.562,-11
0:15.564,-13
0:15.566,-11
0:15.568,-14
0:15.570,-16
0:15.572,-13
0:15.574,-10
0:15.576,-8
0:15.578,-8
0:15.580,-3
0:15.582,-4
0:15.584,-7
0:15.586,-9
0:15.588,-10
0:15.590,-10
0:15.592,-7
0:15.594,-7
0:15.596,-6
0:15.598,-7
0:15.600,-2
0:15.602,-4
0:15.604,-8
0:15.606,-9
0:15.608,-10
0:15.610,-10
0:15.612,-8
0:15.614,-5
0:15.616,-1
0:15.618,-1
0:15.620,1
0:15.622,-1
0:15.624,-1
0:15.626,-3
0:15.628,-4
0:15.630,-3
0:15.632,-1
0:15.634,1
0:15.636,2
0:15.638,6
0:15.640,9
0:15.642,9
0:15.644,8
0:15.646,6
0:15.648,9
0:15.650,7
0:15.652,11
0:15.654,15
0:15.656,17
0:15.658,18
0:15.660,21
0:15.662,20
0:15.664,17
0:15.666,17
0:15.668,19
0:15.670,19
0:15.672,21
0:15.674,24
0:15.676,25
0:15.678,26
0:15.680,29
0:15.682,29
0:15.684,28
0:15.686,27
0:15.688,26
0:15.690,24
0:15.692,26
0:15.694,27
0:15.696,25
0:15.698,25
0:15.700,24
0:15.702,23
0:15.704,22
0:15.706,19
0:15.708,18
0:15.710,17
0:15.712,19
0:15.714,16
0:15.716,16
0:15.718,15
0:15.720,14
0:15.722,8
0:15.724,5
0:15.726,0
0:15.728,-1
0:15.730,-2
0:15.732,-3
0:15.734,-5
0:15.736,-4
0:15.738,-4
0:15.740,-4
0:15.742,-9
0:15.744,-14
0:15.746,-14
0:15.748,-17
0:15.750,-17
0:15.752,-18
0:15.754,-17
0:15.756,-16
0:15.758,-14
0:15.760,-15
0:15.762,-18
0:15.764,-23
0:15.766,-27
0:15.768,-28
0:15.770,-30
0:15.772,-26
0:15.774,-23
0:15.776,-25
0:15.778,-21
0:15.780,-22
0:15.782,-23
0:15.784,-25
0:15.786,-26
0:15.788,-29
0:15.790,-29
0:15.792,-28
0:15.794,-27
0:15.796,-24
0:15.798,-23
0:15.800,-22
0:15.802,-22
0:15.804,-26
0:15.806,-26
0:15.808,-27
0:15.810,-28
0:15.812,-25
0:15.814,-23
0:15.816,-23
0:15.818,-22
0:15.820,-25
0:15.822,-27
0:15.824,-28
0:15.826,-25
0:15.828,-27
0:15.830,-27
0:15.832,-24
0:15.834,-21
0:15.836,-22
0:15.838,-22
0:15.840,-23
0:15.842,-25
0:15.844,-26
0:15.846,-27
0:15.848,-27
0:15.850,-25
0:15.852,-24
0:15.854,-20
0:15.856,-21
0:15.858,-20
0:15.860,-22
0:15.862,-24
0:15.864,-27
0:15.866,-26
0:15.868,-25
0:15.870,-25
0:15.872,-24
0:15.874,-20
0:15.876,-22
0:15.878,-20
0:15.880,-21
0:15.882,-26
0:15.884,-26
0:15.886,-27
0:15.888,-27
0:15.890,-24
0:15.892,-22
0:15.894,-21
0:15.896,-21
0:15.898,-20
0:15.900,-23
0:15.902,-24
0:15.904,-26
0:15.906,-27
0:15.908,-28
0:15.910,-26
0:15.912,-25
0:15.914,-24
0:15.916,-26
0:15.918,-23
0:15.920,-26
0:15.922,-29
0:15.924,-27
0:15.926,-30
0:15.928,-31
0:15.930,-30
0:15.932,-27
0:15.934,-25
0:15.936,-23
0:15.938,-21
0:15.940,-24
0:15.942,-27
0:15.944,-30
0:15.946,-32
0:15.948,-32
0:15.950,-30
0:15.952,-28
0:15.954,-28
0:15.956,-26
0:15.958,-24
0:15.960,-25
0:15.962,-27
0:15.964,-27
0:15.966,-29
0:15.968,-33
0:15.970,-30
0:15.972,-29
0:15.974,-29
0:15.976,-27
0:15.978,-27
0:15.980,-30
0:15.982,-31
0:15.984,-31
0:15.986,-33
0:15.988,-34
0:15.990,-33
0:15.992,-30
0:15.994,-28
0:15.996,-28
0:15.998,-28
0:16.000,-30
0:16.002,-32
0:16.004,-35
0:16.006,-35
0:16.008,-36
0:16.010,-33
0:16.012,-31
0:16.014,-30
0:16.016,-26
0:16.018,-26
0:16.020,-30
0:16.022,-30
0:16.024,-33
0:16.026,-34
0:16.028,-34
0:16.030,-32
0:16.032,-29
0:16.034,-30
0:16.036,-29
0:16.038,-26
0:16.040,-28
0:16.042,-31
0:16.044,-31
0:16.046,-32
0:16.048,-35
0:16.050,-33
0:16.052,-30
0:16.054,-31
0:16.056,-30
0:16.058,-28
0:16.060,-29
0:16.062,-31
0:16.064,-29
0:16.066,-32
0:16.068,-30
0:16.070,-27
0:16.072,-26
0:16.074,-24
0:16.076,-24
0:16.078,-24
0:16.080,-26
0:16.082,-30
0:16.084,-31
0:16.086,-30
0:16.088,-29
0:16.090,-27
0:16.092,-23
0:16.094,-24
0:16.096,-24
0:16.098,-22
0:16.100,-22
0:16.102,-23
0:16.104,-22
0:16.106,-23
0:16.108,-21
0:16.110,-18
0:16.112,-18
0:16.114,-18
0:16.116,-16
0:16.118,-17
0:16.120,-19
0:16.122,-22
0:16.124,-21
0:16.126,-21
